"","name","religion","geometry"
"1070","Greenleaf Road Baptist Church","protestant",c(-0.0214909235974217, 51.5878634742414)
"1071","East Dulwich Tabernacle","protestant",c(-0.0690839146331553, 51.4540636555696)
"1072","Bethesda Baptist Church","protestant",c(-0.195513427840077, 51.5080224937562)
"1073","Stroud Green Baptist Church","protestant",c(-0.11293020003168, 51.5718786303734)
"1074","St John's Wood Road Baptist Church","protestant",c(-0.175580667434294, 51.5272166924067)
"1075","Childs Hill Baptist Church","protestant",c(-0.200058335061391, 51.5632245982454)
"1076","Abbey Road Baptist Church","protestant",c(-0.177821139230274, 51.5330483380153)
"1077","Westbourne Grove Church","protestant",c(-0.198935441058079, 51.5147875993558)
"1078","Oxlow Lane Baptist Church","protestant",c(0.159239593842888, 51.5516316472063)
"1079","Willesden Green Baptist Church","protestant",c(-0.2302429490384, 51.5471948656017)
"1080","Becontree Avenue Baptist Church","protestant",c(0.138281762754355, 51.5592886475458)
"1081","Wood Lane Baptist Church (Halley Memorial Hall)","protestant",c(0.133368207811437, 51.5519426048995)
"1082","Dagenham Baptist Church","protestant",c(0.137153139629575, 51.5381236918655)
"1083","Tottenham Baptist Church","protestant",c(-0.068587158767008, 51.6013280827049)
"1084","Morden Baptist Church","protestant",c(-0.197187431115586, 51.4020121830191)
"1085","Central Baptist Church Stratford","protestant",c(0.00485355236805889, 51.5450033470056)
"1086","Woodgrange Baptist Church","protestant",c(0.0284270829920363, 51.5469602984733)
"1087","Twynholm Baptist Church","protestant",c(-0.214101018360183, 51.4828491097716)
"1088","High Barnet Baptist Church","protestant",c(-0.201448583927282, 51.6583208914534)
"1089","Camden Road Baptist Church","protestant",c(-0.12657163140379, 51.5515298840594)
"1090","Oaklands Baptist Church","protestant",c(-0.298572226876435, 51.3887553048037)
"1091","East Barnet Baptist Church","protestant",c(-0.165008210882988, 51.6434543554378)
"1092","Northcote Road Baptist Church","protestant",c(-0.166031989344382, 51.4571235945102)
"1093","Pollards Hill Baptist Church","protestant",c(-0.133788733070355, 51.4003774917316)
"1094","Selsdon Baptist Church","protestant",c(-0.0609968039554664, 51.3449069378053)
"1095","Finchley Baptist Church","protestant",c(-0.196499637573956, 51.5964284324115)
"1096","Tamworth Road Baptist Chapel","protestant",c(-0.104783667604596, 51.3746106614859)
"1097","Providence Chapel","protestant",c(-0.100224537530518, 51.3684832453031)
"1098","Broadmead Baptist Church","protestant",c(0.0458756523478121, 51.6022039265673)
"1099","Woodford Baptist Church","protestant",c(0.0290523699413642, 51.5906472476313)
"1100","Chiswick Baptist Church","protestant",c(-0.255149861930904, 51.4922520836905)
"1101","Brockley Baptist Church","protestant",c(-0.0331552366660979, 51.4693330702895)
"1102","Oldfield Free Baptist Church","protestant",c(-0.340576672818636, 51.551485374676)
"1103","Saint Mary of Zion","protestant",c(-0.0564097874885267, 51.5575766956484)
"1104","Greenford Baptist Church","protestant",c(-0.36450768819968, 51.5314904952263)
"1105","Northolt Park Baptist Church","protestant",c(-0.372398231293471, 51.5501358226436)
"1106","Haven Green Baptist Church","protestant",c(-0.305169165406999, 51.5163956829491)
"1107","Teddington Baptist Church","protestant",c(-0.337403639792802, 51.4269654571391)
"1108","West Croydon Baptist Church","protestant",c(-0.0988898558572144, 51.383010261581)
"1109","Sudbury Baptist Church","protestant",c(-0.314445872678126, 51.5523987943733)
"1110","Old Bexley Baptist Chapel","protestant",c(0.150395263773131, 51.4424009441356)
"1111","New River Baptist Church","protestant",c(-0.0931022585980632, 51.5436190436607)
"1112","Harrow Baptist Church","protestant",c(-0.33497507038578, 51.5796033505084)
"1113","Wealdstone Baptist Church","protestant",c(-0.33581864351678, 51.5963382580483)
"1114","Lindsay Park Baptist Church","protestant",c(-0.283557022696283, 51.5839439480468)
"1115","Brixton Tabernacle Baptist Chapel","protestant",c(-0.116117059794103, 51.465398760036)
"1116","Major Road Baptist Church","protestant",c(-0.00421596990275605, 51.5506458466209)
"1117","Millyard Seventh Day Baptist Church","protestant",c(-0.0639016932049624, 51.6004319456827)
"1118","West Wickham & Shirley Baptist Church","protestant",c(-0.0278684698223971, 51.3777197073527)
"1119","Balham","protestant",c(-0.152421190277145, 51.4448444211462)
"1120","Twickenham Green Baptist Church","protestant",c(-0.341799113659341, 51.4446302940864)
"1121","North Hanwell Baptist Church","protestant",c(-0.336350675856432, 51.5242668614912)
"1122","Alperton Baptist Church","protestant",c(-0.296828503912445, 51.5430362541709)
"1123","Wordsworth Road Baptist Church","protestant",c(-0.079515655003405, 51.5539613327466)
"1124","Grace Baptist church","protestant",c(-0.379241513910055, 51.5039814239359)
"1125","Southall Baptist Church","protestant",c(-0.384696504931006, 51.5009831232335)
"1126","South Hanwell Baptist Church","protestant",c(-0.334104621407833, 51.5041422938843)
"1127","Winchmore Hill Baptist Church","protestant",c(-0.0973588748997809, 51.6310138600419)
"1128","Uxbridge Road Tabernacle","protestant",c(-0.234886996161169, 51.5068443762617)
"1129","Clapham Baptist Church","protestant",c(-0.149549465032279, 51.4662272979863)
"1130","Earlsfield Baptist Church","protestant",c(-0.186641047779086, 51.4418664102002)
"1131","Westminster Baptist Church","protestant",c(-0.131507127577838, 51.4950763286995)
"1132","Frampton Park Baptist Church","protestant",c(-0.0520492007428987, 51.5415273245412)
"1133","Duke Street Church","protestant",c(-0.303863689177797, 51.4617166375567)
"1134","East Hill Baptist Church","protestant",c(-0.188761628412664, 51.4571745042616)
"1135","Living Flames Baptist Church","protestant",c(-0.00773763739196993, 51.6001265455363)
"1136","Calvary Charismatic Baptist Church","protestant",c(-0.0193803485425839, 51.511130174332)
"1137","Brixton Baptist Church (Kenyon)","protestant",c(-0.125152707467189, 51.4617856442777)
"1138","Whitton Baptist Church","protestant",c(-0.359350143983219, 51.4542955683816)
"1139","Gresham Baptist Chapel","protestant",c(-0.107914307376979, 51.4633256608873)
"1140","Homerton Baptist Church","protestant",c(-0.0421899782968657, 51.5460000499655)
"1141","Cann Hall and Harrow Green Baptist Church","protestant",c(0.00850185327292541, 51.5536090589178)
"1142","Muswell Hill Baptist Church","protestant",c(-0.141211405291698, 51.5915060403764)
"1143","Foots Cray Baptist Church","protestant",c(0.115078524297558, 51.4204682095724)
"1144","Stoke Newington Baptist Church","protestant",c(-0.0748332180899235, 51.555658243641)
"1145","East Sheen Baptist Church","protestant",c(-0.271601838281415, 51.4636743107392)
"1146","Purley Baptist Church","protestant",c(-0.11815661983879, 51.3389006260979)
"1147","Old Lodge Lane Baptist Church","protestant",c(-0.114639631508483, 51.3172151813494)
"1148","Brighton Road Baptist Church","protestant",c(-0.0973343621165486, 51.3553067700724)
"1149","Crayford Baptist Church","protestant",c(0.17373468728125, 51.4522503227098)
"1150","Streatham Vale Baptist Church","protestant",c(-0.14418124545431, 51.4123950517729)
"1151","Baldwyns Park Baptist Church","protestant",c(0.164623612519388, 51.4360065953781)
"1152","The Baptist Church","protestant",c(-0.412191725723634, 51.5116624905727)
"1153","Albany Park Baptist Church","protestant",c(0.122709376084022, 51.4384354169657)
"1154","Kew Baptist Church","protestant",c(-0.287356581386689, 51.4722987668968)
"1155","Mitcham Lane Baptist Church","protestant",c(-0.145818545326375, 51.4211770633482)
"1156","Free Grace Baptist Church","protestant",c(-0.378502386343954, 51.4496776028984)
"1157","Memorial Community Church","protestant",c(0.0238247704274118, 51.5231616323122)
"1158","Emmanuel Baptist Church","protestant",c(-0.375146375861874, 51.4656697128574)
"1159","Upminster Baptist Church","protestant",c(0.249142170449117, 51.5533040043949)
"1160","Custom House Baptist Church","protestant",c(0.0313716125903212, 51.514917795562)
"1161","Streatham Baptist Church","protestant",c(-0.132325083095496, 51.4228551013068)
"1162","Yiewsley Baptist Church","protestant",c(-0.468826890089657, 51.5136954518135)
"1163","Blackheath & Charlton Baptist Church","protestant",c(0.0330101736809406, 51.4752593726312)
"1164","Hampton Wick Baptist Church","protestant",c(-0.314079826078065, 51.4158430618192)
"1165","New Birth African Methodist Episcopal Zion Church","protestant",c(-0.1335537, 51.3230903)
"1166","Stanley Park Church","protestant",c(-0.1616453, 51.3509907)
"1167","King's Church Centre","protestant",c(-0.0312942, 51.4401742)
"1168","Trinity Road Chapel","protestant",c(-0.1667646, 51.4422933)
"1169","Berrymead Evangelical Church","protestant",c(-0.2689663, 51.504512)
"1170","Stonebridge Evangelical Church","protestant",c(-0.2604292, 51.5410775)
"1171","Manor Park Christian Centre","protestant",c(0.0489768, 51.5469911)
"1172","East Street Evangelical Church","protestant",c(0.0164025, 51.4071082)
"1173","Woolwich Evangelical Church","protestant",c(0.050615, 51.4886094)
"1174","Barking Celestial Church of Christ","protestant",c(0.0846952, 51.5338541)
"1175","Ridley Hall Evangelical Church","protestant",c(-0.1482145, 51.4721124)
"1176","The Slade Evangelical Church","protestant",c(0.0894194, 51.4803526)
"1177","Power Church International","protestant",c(-0.0945447, 51.4805689)
"1178","Iglesia De Dios Ministerial De Jesucristo Internacional","protestant",c(-0.0938605, 51.4838547)
"1179","UCKG","protestant",c(-0.1030312, 51.3786466)
"1180","The Bridge Battersea Community Church","protestant",c(-0.168748, 51.476862)
"1181","Selhurst Evangelical Church","protestant",c(-0.086562, 51.3950063)
"1182","Chessington Evangelical Church","protestant",c(-0.3144434, 51.3623104)
"1183","Christ International Christian Church","protestant",c(-0.1851604, 51.434452)
"1184","The King's Court","protestant",c(-0.1842181, 51.4318417)
"1185","Sword of the Spirit Evangelical Outreach","protestant",c(0.0240231, 51.5468047)
"1186","Potters House Christian Church","protestant",c(-0.103645359800152, 51.3940331575596)
"1187","Loughborough Evangelical Church","protestant",c(-0.10077173757217, 51.4695838954127)
"1188","Waterloo Road Church","protestant",c(-0.486471445442671, 51.5425315333779)
"1189","Camberwell Evangelical Church","protestant",c(-0.100108174039679, 51.480139174345)
"1190","Kilburn Evangelical Freechurch","protestant",c(-0.200209350259913, 51.5408282162751)
"1191","Grove Hill Evangelical Church","protestant",c(0.0147663621140182, 51.5947780238056)
"1192","Kensal Evangelical Church","protestant",c(-0.212714108432287, 51.5260033238712)
"1193","Life Tabernacle London","protestant",c(-0.149556234898464, 51.4764462278862)
"1194","Grove Chapel","protestant",c(-0.0863099567258508, 51.4695073369532)
"1195","East Finchley Baptist Church","protestant",c(-0.166657359959318, 51.5939104494376)
"1196","Church of the Nazarene","protestant",c(-0.170775399157483, 51.4655981624474)
"1197","Stanmore Chapel","protestant",c(-0.30652907994938, 51.6143989755647)
"1198","The Chinese Church in London","protestant",c(-0.127489704752879, 51.5142173789566)
"1199","Living Waters Baptist Church","protestant",c(-0.215425465712571, 51.5638673507495)
"1200","Evangelical Reformed Church","protestant",c(-0.0451559636268737, 51.5371726308162)
"1201","Ruach Ministries","protestant",c(-0.197754326140914, 51.54135450546)
"1202","Westminster Chapel","protestant",c(-0.138195128138133, 51.4987983101569)
"1203","Emmanuel Community Church","protestant",c(-0.0261774806734827, 51.5872078644511)
"1204","Bethel Christian Centre","protestant",c(0.126363013997201, 51.5549738630172)
"1205","Dagenham Congregational Evangelical Church","protestant",c(0.145102999202387, 51.5493831942674)
"1206","Dawson Christian Centre","protestant",c(0.132906959916041, 51.5393903651071)
"1207","Kingsway International Christian Centre","protestant",c(-0.0145505079119583, 51.5757714732004)
"1208","The Sanctuary","protestant",c(-0.0850376227958869, 51.5749014356685)
"1209","Heritage Hub","protestant",c(0.010987595715013, 51.5429920349345)
"1210","West Street Evangelical Church","protestant",c(-0.167527350514931, 51.3700453562404)
"1211","Enfield Town Community Church","protestant",c(-0.0838779623086064, 51.6502173809836)
"1212","Chiltern Church","protestant",c(-0.184882733682324, 51.3469809302075)
"1213","Mountain Of Fire & Miracles Ministries","protestant",c(-0.10592177770864, 51.3748029491217)
"1214","The City Temple","protestant",c(-0.106075919848941, 51.5171917694906)
"1215","Thomas Memorial Church of the Nazarene","protestant",c(-0.166636311478814, 51.4609866024624)
"1216","Ruach City Church","protestant",c(-0.0230391201430024, 51.588122193496)
"1217","Emmanuel Christian Centre","protestant",c(-0.0243989096491667, 51.5882129481231)
"1218","Vine Branch Church","protestant",c(-0.105795804809971, 51.3744047119242)
"1219","Assembléia de Deus - Ministério do Belém","protestant",c(-0.23957021559454, 51.5489956947432)
"1220","North London Revival Fellowship","protestant",c(-0.334731535285637, 51.5949856507605)
"1221","New Life Church, Biggin Hill","protestant",c(0.0365638657820812, 51.3093124849518)
"1222","Hook Evangelical Church","protestant",c(-0.303847755480856, 51.3769303416881)
"1223","Kenton Evangelical Church","protestant",c(-0.299684129588797, 51.5884709096868)
"1224","Divine Redeemers Church","protestant",c(-0.231115137600895, 51.5314604954427)
"1225","The Strangers Rest","protestant",c(-0.0618181802278832, 51.5095118878626)
"1226","St John's Congregational Church","protestant",c(-0.100421701408161, 51.3972915374949)
"1227","Kentish Town Evangelical Church","protestant",c(-0.151626293231597, 51.5483858962616)
"1228","Hillside Church","protestant",c(-0.21088610566328, 51.4205320115351)
"1229","Cornerstone Church Kingston","protestant",c(-0.291566591991465, 51.4136408999457)
"1230","Everyday Church","protestant",c(-0.203031393608819, 51.4222075187792)
"1231","Highgate International Church","protestant",c(-0.142471380802266, 51.5753490098562)
"1232","Lansdowne Evangelical Free Church","protestant",c(-0.104466442044983, 51.4339827130678)
"1233","House of Praise","protestant",c(-0.0944831755706739, 51.4763766840484)
"1234","Kensit Evangelical Church","protestant",c(-0.205062711771494, 51.5954943347643)
"1235","Highway Church","protestant",c(0.0104019496183828, 51.5429002392836)
"1236","Jesus House for All The Nations","protestant",c(-0.226717718746479, 51.5713422362904)
"1237","Christ Apostolic Church","protestant",c(-0.000135149680187877, 51.5610646949399)
"1238","The Vineyard Life Church","protestant",c(-0.303564372569834, 51.4574670484424)
"1239","Heavenlight International Church","protestant",c(-0.0310145129086172, 51.5684653535352)
"1240","UCKG Help Centre","protestant",c(0.0278801034767031, 51.524446461228)
"1241","Bethany Church","protestant",c(-0.430155665119757, 51.4530329893003)
"1242","Feltham Evangelical Church","protestant",c(-0.413620666718614, 51.4427482586338)
"1243","The Healing Church of God in Christ","protestant",c(0.0199638774271933, 51.5510517254003)
"1244","Highgate Road Chapel","protestant",c(-0.145534187429576, 51.5569891954552)
"1245","Cliff Walk Church","protestant",c(0.0130328881587702, 51.5193648712781)
"1246","Salvation Army","protestant",c(-0.451498021013254, 51.5326878931838)
"1247","IPC International Praise Centre","protestant",c(0.0469923949451888, 51.5341557544074)
"1248","Fairlight Christian Centre","protestant",c(-0.176622427350015, 51.4292790812491)
"1249","Christ the King Chapel","protestant",c(-0.0540556152238943, 51.4819362377185)
"1250","St. George's German Lutheran Church","protestant",c(-0.0704582405512893, 51.5141818837493)
"1251","The Christian Community","protestant",c(-0.167778357738651, 51.54836611515)
"1252","The Swedish Church","protestant",c(-0.164409856984108, 51.5200069843255)
"1253","Finnish Church in London","protestant",c(-0.0525070383774316, 51.5000137302962)
"1254","Saint Andrews","protestant",c(-0.395350068908448, 51.5676726582508)
"1255","Dietrich Bonhoeffer Church","protestant",c(-0.0522654297499125, 51.4336360358228)
"1256","Luther Tyndale","protestant",c(-0.135030942170594, 51.5524674935433)
"1257","St Mary's (St-Mary-Le-Savoy) with St George's","protestant",c(-0.125682216197134, 51.5270977258496)
"1258","Norwegian Seamen's Church","protestant",c(-0.0538229980731787, 51.49936859553)
"1259","South Harrow Methodist Church","protestant",c(-0.372558, 51.5610986)
"1260","Harold Wood Methodist Church","protestant",c(0.2320711, 51.594555)
"1261","Bandon Hill Methodist Church","protestant",c(-0.1366176, 51.3612903)
"1262","Hanworth Methodist Church","protestant",c(-0.3749264, 51.4391407)
"1263","Ruislip Manor Methodist Church","protestant",c(-0.4097047, 51.5672413)
"1264","South Ruislip Methodist Church","protestant",c(-0.3913954, 51.5620801)
"1265","Methodist Chapel","protestant",c(-0.3070771, 51.4871899)
"1266","Stockwell Methodist Church","protestant",c(-0.1274753, 51.4712114)
"1267","Old Oak Methodist Church","protestant",c(-0.2531489, 51.5171878)
"1268","Ruislip Methodist Church","protestant",c(-0.4264933, 51.5735091)
"1269","Bexleyheath Methodist Church","protestant",c(0.1377359, 51.4579068)
"1270","Acton Hill Church","protestant",c(-0.2756745, 51.5081338)
"1271","Rivercourt Methodist Church","protestant",c(-0.2361056, 51.492851)
"1272","Chessington Methodist Church","protestant",c(-0.2955152, 51.3632497)
"1273","Southgate (The Bourne) Methodist Church","protestant",c(-0.1236772, 51.6317727)
"1274","Manor Park Methodist Church","protestant",c(0.0498463, 51.5510261)
"1275","Bromley Methodist Church","protestant",c(0.0142783, 51.4080289)
"1276","Chelsfield Methodist Church","protestant",c(0.1048905, 51.3566344)
"1277","Trinity Methodist Church","protestant",c(0.0728653, 51.4821331)
"1278","Upper Tooting Methodist Church","protestant",c(-0.1579182, 51.4373319)
"1279","Southfields Methodist Church","protestant",c(-0.1966177, 51.4401529)
"1280","Chiswick Methodist Church","protestant",c(-0.2670568, 51.4881179)
"1281","Kenton Methodist Church","protestant",c(-0.3077102, 51.58597)
"1282","North Hillingdon Methodist Church","protestant",c(-0.44923, 51.5454459)
"1283","Barking Methodist Church","protestant",c(0.0776872, 51.5377734)
"1284","New Malden Methodist Church","protestant",c(-0.2565846, 51.4022068)
"1285","Archway Methodist Church","protestant",c(-0.1343913, 51.5658697)
"1286","Belvedere Methodist Church","protestant",c(0.151153, 51.489325)
"1287","Grange Park Methodist Church","protestant",c(-0.0936092, 51.6411628)
"1288","Coulsdon Methodist Church","protestant",c(-0.1341833, 51.3233971)
"1289","North Chingford Methodist Church","protestant",c(0.0040506, 51.6312377)
"1290","Forest Hill Methodist Church","protestant",c(-0.0458137, 51.4372087)
"1291","Woodford Methodist church","protestant",c(0.0195111, 51.5994756)
"1292","Ponders End Methodist Church","protestant",c(-0.046869, 51.649741)
"1293","Springfield Methodist Church","protestant",c(-0.131307, 51.4760748)
"1294","Cannon Lane Methodist Church","protestant",c(-0.3814131, 51.5801818)
"1295","Havering Road Methodist Church","protestant",c(0.1769528, 51.5986436)
"1296","Clapton Methodist Church","protestant",c(-0.0564149, 51.556001)
"1297","Railton Methodist Church","protestant",c(-0.1066332, 51.4573024)
"1298","Broomwood Methodist Church","protestant",c(-0.1575704, 51.4548953)
"1299","The Preacher","protestant",c(0.0253557, 51.547995)
"1300","Tooting Methodist Church","protestant",c(-0.1650108, 51.4289466)
"1301","Streatham Methodist Church","protestant",c(-0.137321018262072, 51.4266144534523)
"1302","Cheam Methodist Church","protestant",c(-0.21710963765464, 51.3671711953246)
"1303","Methodist Church, Norbury","protestant",c(-0.120752270676866, 51.404876232218)
"1304","United Reformed Church New Malden","protestant",c(-0.254914351475888, 51.3978363547398)
"1305","Bromley Common Methodist Church","protestant",c(0.0329499368058994, 51.3919437360704)
"1306","Islington Central Methodist Church","protestant",c(-0.11034237678743, 51.550017409248)
"1307","Leytonstone Methodist Church","protestant",c(0.0106414412301908, 51.5657012557467)
"1308","Martin Way Methodist Church","protestant",c(-0.208467650132786, 51.4031056742764)
"1309","Kingston Methodist Church","protestant",c(-0.298888828861192, 51.4072311775254)
"1310","Mostyn Road Methodist Church","protestant",c(-0.110013846778121, 51.4723778161403)
"1311","Eltham Park Methodist Church","protestant",c(0.05823072590741, 51.4588433331689)
"1312","Bow Road Methodist Church","protestant",c(-0.0275562854808232, 51.5262994019551)
"1313","Holly Park Methodist Church","protestant",c(-0.11895483564646, 51.5724741744858)
"1314","Fernhead Road Methodist Church","protestant",c(-0.20135676214447, 51.5295960702889)
"1315","Bethnal Green Methodist Church","protestant",c(-0.0508344594865386, 51.5323053781294)
"1316","Trinity-at-Bowes Methodist Church","protestant",c(-0.113385468337496, 51.6123197509105)
"1317","Ealing Road Methodist Church","protestant",c(-0.297156461727737, 51.5470537924129)
"1318","Harlesden Methodist Church","protestant",c(-0.247933215366341, 51.536696236026)
"1319","Willoughby Road Methodist Church","protestant",c(-0.103961875695167, 51.5881205137338)
"1320","Middle Lane Methodist Church","protestant",c(-0.122543511536303, 51.5846303377701)
"1321","Peckham Methodist Church","protestant",c(-0.0624062875107826, 51.4736783454253)
"1322","Perivale Methodist Church","protestant",c(-0.307765115340148, 51.5339326485677)
"1323","Dalston Methodist Church","protestant",c(-0.0741158770857557, 51.5430091468133)
"1324","Gospel Oak Methodist Church","protestant",c(-0.158857847557676, 51.5539241495132)
"1325","Clapham Methodist Church","protestant",c(-0.134975190405226, 51.462511342752)
"1326","East Finchley Methodist Church","protestant",c(-0.167747028738759, 51.5931972728027)
"1327","Queensbury Methodist Church","protestant",c(-0.279886913136386, 51.5951309780942)
"1328","Caledonian Road Methodist Church","protestant",c(-0.118279137464472, 51.5466365454415)
"1329","Fulham Broadway Methodist Church","protestant",c(-0.193884264417104, 51.4803517036558)
"1330","Herne Hill Methodist Hall","protestant",c(-0.0916102802607271, 51.4536021338693)
"1331","Saint John's Methodist Church","protestant",c(-0.180536711047318, 51.4591523061659)
"1332","Trinity Church","protestant",c(-0.193664167422707, 51.3617232840273)
"1333","The Methodist Church Mare Street","protestant",c(-0.0554931250407964, 51.541712676691)
"1334","Bermondsey Central Hall","protestant",c(-0.0824434081528242, 51.4971592527086)
"1335","Northolt Methodist Church","protestant",c(-0.376882307555945, 51.5437147509322)
"1336","Ordnance Road Methodist Church","protestant",c(-0.034633218791858, 51.6717337703962)
"1337","Clapton Park Methodist Church","protestant",c(-0.0460645148916805, 51.5554003350046)
"1338","Old Dagenham Methodist Church","protestant",c(0.165763969624269, 51.5400148874999)
"1339","Beacontree Heath Methodist Church","protestant",c(0.148284442963906, 51.5619410706702)
"1340","Hampton Methodist Church","protestant",c(-0.374133390529988, 51.4172987584626)
"1341","Hinde Street Methodist Church","protestant",c(-0.151072103783613, 51.517142200789)
"1342","Whitethorn Avenue Methodist Church","protestant",c(-0.15689499679976, 51.3224462901946)
"1343","Shepherds Bush Road Methodist Church","protestant",c(-0.221377507978252, 51.4998323837992)
"1344","Carshalton Methodist Church","protestant",c(-0.163621169643886, 51.3626031380626)
"1345","Wesley's Chapel","protestant",c(-0.0865663734125827, 51.523757288718)
"1346","Brookside Methodist Church","protestant",c(-0.162492891996803, 51.6425228460738)
"1347","Mitcham Methodist Church","protestant",c(-0.165228272662039, 51.4006734164533)
"1348","Downsview Methodist Church","protestant",c(-0.100704203435667, 51.4140462485609)
"1349","West Croydon Methodist Church","protestant",c(-0.105388950746646, 51.3797204317223)
"1350","Methodist Central Hall","protestant",c(-0.130055387991967, 51.500000568426)
"1351","Wesleyan Christian Centre","protestant",c(0.00748792018426737, 51.5584542746776)
"1352","Edgware Methodist Church","protestant",c(-0.275286399058138, 51.6093040019777)
"1353","Hendon Methodist Church","protestant",c(-0.228679494620748, 51.5877735217421)
"1354","South Croydon United Church","protestant",c(-0.0976841526181255, 51.3654171652544)
"1355","Northwood Methodist Church","protestant",c(-0.42540721358169, 51.6127721875649)
"1356","Shern Hall Methodist Church","protestant",c(-0.0036772335387348, 51.5825897454989)
"1357","Greenford Methodist Church","protestant",c(-0.356481449341088, 51.5288279623646)
"1358","Camden Town Methodist Church","protestant",c(-0.138881502465903, 51.5358952247094)
"1359","Seven Kings Methodist Church","protestant",c(0.0981307443884793, 51.563370792887)
"1360","Sudbury Methodist Church","protestant",c(-0.31815347470647, 51.5559872895161)
"1361","Wealdstone Methodist Church","protestant",c(-0.333929030656901, 51.5971563533664)
"1362","Surbiton Hill Methodist Church","protestant",c(-0.297893474234628, 51.3917663167422)
"1363","King's Cross Methodist Church","protestant",c(-0.122399643068018, 51.5300194227586)
"1364","Mottingham Methodist Church","protestant",c(0.0446961624472442, 51.4361991953885)
"1365","Vauxhall Mission","protestant",c(-0.119569218120475, 51.4896796390716)
"1366","Kensal Rise Methodist Church","protestant",c(-0.219982629930888, 51.5356950661738)
"1367","Twickenham Methodist Church","protestant",c(-0.330407265682477, 51.4465100098044)
"1368","Upper Norwood Methodist Church","protestant",c(-0.0821141258486142, 51.4202560987144)
"1369","Pitshanger Methodist Church","protestant",c(-0.312086108410824, 51.5267988397254)
"1370","Kingsdown Methodist Church","protestant",c(-0.317621879718472, 51.5042013243943)
"1371","Battersea Methodist Church","protestant",c(-0.172828487326895, 51.4701340762548)
"1372","Sunfields Methodist Church","protestant",c(0.024550094200306, 51.4764461703296)
"1373","Pantiles Methodist Church","protestant",c(0.141956707996382, 51.4740379890107)
"1374","Deptford Methodist Church","protestant",c(-0.0258984561303555, 51.4815661452756)
"1375","Barnes Methodist Church","protestant",c(-0.246532315202321, 51.4718236669702)
"1376","Green Lanes Methodist Church","protestant",c(-0.0898052367414607, 51.5561474416254)
"1377","The Lighthouse","protestant",c(-0.0300859966872458, 51.5760557834293)
"1378","Burnt Ash Methodist Church","protestant",c(0.0209286842788485, 51.4388926101963)
"1379","Hermon Hill Methodist Church","protestant",c(0.0246982630987726, 51.5809060709115)
"1380","Oakwood Methodist Church","protestant",c(-0.136249084382004, 51.6477864164033)
"1381","Putney Methodist Church","protestant",c(-0.222204513108241, 51.4620927532292)
"1382","Teddington Methodist Church","protestant",c(-0.340809836332679, 51.426853691841)
"1383","Notting Hill Methodist Church","protestant",c(-0.214067507397684, 51.515031613859)
"1384","Finchley Methodist Church","protestant",c(-0.185512884225034, 51.607314871713)
"1385","St Helier Methodist Church","protestant",c(-0.190866610382971, 51.3856971054647)
"1386","Tulse Hill Methodist Church","protestant",c(-0.107252967103438, 51.4400523975812)
"1387","Bush Hill Park Methodist Church","protestant",c(-0.0720667890352978, 51.6385642069532)
"1388","Sanderstead Methodist Church","protestant",c(-0.0741651929538421, 51.328532579686)
"1389","Addington Methodist Church","protestant",c(-0.0365766050156293, 51.3518905503292)
"1390","Bryant Street Methodist Church","protestant",c(0.00310104230022024, 51.538841656151)
"1391","Shirley Methodist Church","protestant",c(-0.0559954858346111, 51.3740648655478)
"1392","Barnehurst Methodist Church","protestant",c(0.158879393262644, 51.4631172711815)
"1393","The Methodist Church, South Chingford","protestant",c(-0.0163426403704136, 51.6166829177967)
"1394","Cann Hall Methodist Church","protestant",c(0.016275182729461, 51.5574949339581)
"1395","Lantern Methodist Church","protestant",c(-0.228684798182434, 51.4108057104559)
"1396","New Eltham Methodist Church","protestant",c(0.0739867125011639, 51.4363913110152)
"1397","High Street South Methodist","protestant",c(0.0572011720625947, 51.5262008772613)
"1398","Quex Road Methodist Church","protestant",c(-0.194733387511602, 51.5403632454588)
"1399","Park Lane Methodist Church","protestant",c(-0.293344116062667, 51.5554356311728)
"1400","Upminster Methodist Church","protestant",c(0.25149564904096, 51.5597942884138)
"1401","Forest Gate Methodist Church","protestant",c(0.0254989480569175, 51.548014495127)
"1402","Yiewsley Methodist Church","protestant",c(-0.472186793853949, 51.5136637347317)
"1403","Church Of Jesus Christ Of The Latter Day Saints","protestant",c(-0.098897, 51.488107)
"1404","Church of Jesus Christ of Latter Day Saints","protestant",c(-0.154132118802553, 51.6030267945245)
"1405","The Church of Jesus Christ of Latter-day Saints","protestant",c(-0.173681903040391, 51.4980179203081)
"1406","Church Of Jesus Christ Of Latter Day Saints","protestant",c(0.00906849380122617, 51.463775739908)
"1407","Lincoln Road Chapel","protestant",c(-0.0485989, 51.6436784)
"1408","Elim Pentecostal Church","protestant",c(-0.1696873, 51.4041773)
"1409","Stroud Green Christian Assembly","protestant",c(-0.1109575, 51.5671075)
"1410","Emmanuel Pentecostal Church of God","protestant",c(0.0084644, 51.4573081)
"1411","Christ United Pentecostal Ministries","protestant",c(-0.0419094, 51.5703642)
"1412","New Covenant Church Streatham","protestant",c(-0.1257917, 51.431867)
"1413","Church of God of Prophecy","protestant",c(-0.2413135, 51.5334623)
"1414","ICC House of Prayer","protestant",c(-0.0560044, 51.6306536)
"1415","Calvary Pentecostal Ministries","protestant",c(-0.1240914, 51.4486598)
"1416","New Life Bible Church","protestant",c(-0.055794, 51.526893)
