"","name","type","geometry"
"3564","Pub: The Bull & Gate","nightlife",c(-0.141545119654571, 51.551764384548)
"3565","Pub: Brass Monkey","nightlife",c(-0.140717544092412, 51.494418094741)
"3566","Pub: Hand in Hand","nightlife",c(-0.227368128718169, 51.4216008473809)
"3567","Pub: Bird and Barrel","nightlife",c(0.158372208091478, 51.4658874499905)
"3568","Pub: The Red Barn","nightlife",c(0.158519512423124, 51.4654165165386)
"3569","Pub: The Camden Eye","nightlife",c(-0.142192786508369, 51.539482414143)
"3570","Pub: The Earl of Camden","nightlife",c(-0.144526462937266, 51.5378174413209)
"3571","Pub: The Dublin Castle","nightlife",c(-0.145681150852847, 51.5374988200981)
"3572","Pub: Horns Tavern","nightlife",c(-0.104146012331504, 51.4321231796769)
"3573","Pub: Camden Head","nightlife",c(-0.102871834367012, 51.5356357082674)
"3574","Pub: The Kenton","nightlife",c(-0.0444142475712924, 51.5441016546303)
"3575","Pub: Brick Brewery","nightlife",c(-0.0695780822706748, 51.4696718943764)
"3576","Pub: Nelsons Head","nightlife",c(-0.0697002374572283, 51.5301240454266)
"3577","Pub: Streeties","nightlife",c(0.0123302491959631, 51.5129666089999)
"3578","Pub: Marquis of Lansdowne","nightlife",c(-0.0746582238267039, 51.5519564566942)
"3579","Pub: Pig & Whistle","nightlife",c(-0.266909064934075, 51.4649767177683)
"3580","Pub: Maggie's Bar","nightlife",c(-0.219863472071817, 51.5348567242841)
"3581","Pub: The Old Frizzle","nightlife",c(-0.202154908319445, 51.4197593267188)
"3582","Pub: The Ham Brewery Tap","nightlife",c(-0.311382287580546, 51.4363226953557)
"3583","Pub: King Edward VII","nightlife",c(0.00299768247448718, 51.5410648189894)
"3584","Pub: Ye Olde Black Bull","nightlife",c(0.000938010700261216, 51.540193338515)
"3585","Pub: The Ship and Shovel","nightlife",c(0.117092533885226, 51.5321488033058)
"3586","Pub: The Shacklewell Arms","nightlife",c(-0.0713358785115774, 51.552401449338)
"3587","Pub: Parlour Kensal","nightlife",c(-0.216510161526726, 51.5286576274641)
"3588","Pub: Midland Hotel Pub","nightlife",c(-0.237783656999843, 51.5803907551888)
"3589","Pub: Jolly Coopers Pub","nightlife",c(-0.362011229155507, 51.4135703611111)
"3590","Pub: Signature Brew Taproom and Venue","nightlife",c(-0.0756942874393627, 51.5367030954971)
"3591","Pub: The Stag's Head","nightlife",c(-0.0807132874597765, 51.5363367954278)
"3592","Pub: Three Cranes","nightlife",c(-0.0937018487476707, 51.5120956685174)
"3593","Pub: The Hoy","nightlife",c(-0.0178994506756245, 51.4814824346409)
"3594","Pub: Three Tuns","nightlife",c(-0.0764881423459795, 51.5133385317806)
"3595","Pub: The Abbey Tavern","nightlife",c(-0.141385300541322, 51.5458062862579)
"3596","Pub: The Gregorian","nightlife",c(-0.0664607579888921, 51.497518791737)
"3597","Pub: The Boogaloo","nightlife",c(-0.143616692853372, 51.5763998978354)
"3598","Pub: Earl Haig Hall","nightlife",c(-0.121718558475284, 51.5806854779387)
"3599","Pub: The Globe in Morning Lane","nightlife",c(-0.0537805745354377, 51.5459095200859)
"3600","Pub: The Princess of Wales","nightlife",c(0.0104600608016037, 51.4692964040202)
"3601","Pub: The Lass O' Richmond Hill","nightlife",c(-0.29546551515807, 51.4515394376363)
"3602","Pub: Marlborough","nightlife",c(-0.29681735469549, 51.4551047462415)
"3603","Pub: William IV","nightlife",c(-0.21834264013711, 51.5289099953685)
"3604","Pub: Change of Hart","nightlife",c(-0.277546624908716, 51.608857478921)
"3605","Pub: The Hare and Billet","nightlife",c(0.00369842636724617, 51.468003114887)
"3606","Pub: The Prince Edward","nightlife",c(-0.041890266603434, 51.5454033346117)
"3607","Pub: The Hand and Racquet","nightlife",c(-0.207925336213138, 51.42184405612)
"3608","Pub: Glasshouse Stores","nightlife",c(-0.135346457014601, 51.5114863413467)
"3609","Pub: Nell Gwynne Tavern","nightlife",c(-0.12283954058192, 51.510234919137)
"3610","Pub: Crown & Greyhound","nightlife",c(-0.0847380473772787, 51.4493937865901)
"3611","Pub: The Mute Swan","nightlife",c(-0.342344819487262, 51.4046962111629)
"3612","Pub: Islington Sports Bar & Grill","nightlife",c(-0.11359317215715, 51.5540656171951)
"3613","Pub: The Anglers","nightlife",c(-0.322423212133995, 51.4292850024632)
"3614","Pub: The Tide End Cottage","nightlife",c(-0.322893330628024, 51.4293560122351)
"3615","Pub: The Griffin Belle","nightlife",c(-0.125608298135183, 51.4816928698592)
"3616","Pub: The Three Compasses","nightlife",c(-0.10391305821247, 51.5199971016918)
"3617","Pub: The Fence","nightlife",c(-0.103751224987047, 51.5200012114756)
"3618","Pub: The Duke of Edinburgh","nightlife",c(-0.120040599728978, 51.4632967619261)
"3619","Pub: Nag's Head","nightlife",c(-0.0941916634603356, 51.476898597972)
"3620","Pub: The Blue Boat","nightlife",c(-0.226880006518491, 51.487253744555)
"3621","Pub: Shepherds Inn","nightlife",c(0.00692697736344056, 51.5590163238603)
"3622","Pub: The Bull And Bush","nightlife",c(-0.182601797325284, 51.5675267799454)
"3623","Pub: The Engineer","nightlife",c(-0.150773202164531, 51.5400098295187)
"3624","Pub: The Tailor's Chalk","nightlife",c(0.103604934385476, 51.4263011305631)
"3625","Pub: The Admiral Nelson","nightlife",c(-0.358205618340803, 51.4530609313351)
"3626","Pub: The Golden Fleece","nightlife",c(-0.0926532249483615, 51.5132622862935)
"3627","Pub: The Vintry","nightlife",c(-0.0886246871234537, 51.5117191519293)
"3628","Pub: Duke of Hamilton","nightlife",c(-0.177473110167886, 51.5588694134194)
"3629","Pub: The Alleyn's Head","nightlife",c(-0.0884382025775601, 51.4368132856964)
"3630","Pub: The Forester","nightlife",c(-0.320462536059086, 51.5061792856948)
"3631","Pub: Pelt Trader","nightlife",c(-0.0907396537063306, 51.5108575807408)
"3632","Pub: The Feathers","nightlife",c(-0.133001981251843, 51.4992311212525)
"3633","Pub: The Fox and Grapes","nightlife",c(-0.229965226271248, 51.4264551566773)
"3634","Pub: The Buckingham Arms","nightlife",c(-0.136792126682537, 51.4991593354913)
"3635","Pub: Two Chairmen","nightlife",c(-0.131613791490606, 51.5006298176382)
"3636","Pub: Clissold Arms","nightlife",c(-0.15531912616224, 51.5905339081705)
"3637","Pub: Hill Top Tap","nightlife",c(0.10014028888696, 51.4261424170478)
"3638","Pub: The Hornsey Tavern","nightlife",c(-0.120378288398421, 51.5872301280988)
"3639","Pub: Hopper's Hut","nightlife",c(0.106942941377755, 51.4243983150449)
"3640","Pub: The Great Northern Railway Tavern","nightlife",c(-0.116151950363493, 51.588048493226)
"3641","Pub: Mikkeller Bar London","nightlife",c(-0.076919315701937, 51.5273201119878)
"3642","Pub: Seven Stars","nightlife",c(0.120078518404842, 51.4180035952314)
"3643","Pub: The De Beauvoir Arms","nightlife",c(-0.085140465610762, 51.5416559293123)
"3644","Pub: The Faltering Fullback","nightlife",c(-0.10820806379383, 51.5684717763701)
"3645","Pub: Bag O Nails","nightlife",c(-0.144126490285018, 51.4980240644383)
"3646","Pub: The Gallery","nightlife",c(-0.134274414274397, 51.4886984598577)
"3647","Pub: Adam & Eve","nightlife",c(-0.218266454545734, 51.6162180568913)
"3648","Pub: The Blue Anchor","nightlife",c(-0.0626105752376124, 51.4924313202995)
"3649","Pub: The Sanctuary House","nightlife",c(-0.131789092070124, 51.4995406671384)
"3650","Pub: Westminster Arms","nightlife",c(-0.129789283901507, 51.5005513907405)
"3651","Pub: White Cross","nightlife",c(0.139410185083168, 51.4303902413218)
"3652","Pub: The Marksman","nightlife",c(-0.0695106023158602, 51.530855124633)
"3653","Pub: The Vanbrugh","nightlife",c(0.00800972892410613, 51.4834108581546)
"3654","Pub: The Thomas Cubitt","nightlife",c(-0.150756211437128, 51.4937560885724)
"3655","Pub: Silver Cross","nightlife",c(-0.126991021500838, 51.5065890620748)
"3656","Pub: The Old Shades","nightlife",c(-0.126812361867384, 51.5064791461092)
"3657","Pub: The Horse and Groom","nightlife",c(-0.151110125906391, 51.4993351486505)
"3658","Pub: The Wells","nightlife",c(-0.173596914909692, 51.5587196066207)
"3659","Pub: Museum Tavern","nightlife",c(-0.125872129439332, 51.5181736324802)
"3660","Pub: The Grenadier","nightlife",c(-0.154911161698863, 51.501477818098)
"3661","Pub: The Harp","nightlife",c(-0.12591342752207, 51.5097140594995)
"3662","Pub: The Marquis","nightlife",c(-0.125660829160795, 51.5097856331371)
"3663","Pub: The Coal Hole","nightlife",c(-0.121243062048682, 51.5103341726029)
"3664","Pub: The Railway Hotel","nightlife",c(0.219153362681719, 51.5547137955215)
"3665","Pub: The Lamb and Flag","nightlife",c(-0.125627708748875, 51.5117414488665)
"3666","Pub: The Bleeding Heart Tavern","nightlife",c(-0.106944824815502, 51.5193825404769)
"3667","Pub: Sir John Oldcastle","nightlife",c(-0.105982350574073, 51.5198344996191)
"3668","Pub: The Hat and Tun","nightlife",c(-0.108129000639766, 51.5217544416033)
"3669","Pub: The Dacre Arms","nightlife",c(0.00335537458358144, 51.4609648354335)
"3670","Pub: The Sun of Camberwell","nightlife",c(-0.0948100357896823, 51.4700208493239)
"3671","Pub: Sir Colin Campbell","nightlife",c(-0.199508368284965, 51.5434528072276)
"3672","Pub: Ninth Life","nightlife",c(-0.0195171725829265, 51.4451886210742)
"3673","Pub: The Minories","nightlife",c(-0.0747765632333267, 51.5108467462585)
"3674","Pub: The Red Cow","nightlife",c(-0.296850203653885, 51.4616935810728)
"3675","Pub: The Middlesex Arms","nightlife",c(-0.397523848387189, 51.557320142775)
"3676","Pub: Venue 5","nightlife",c(-0.389826418629811, 51.5689375255209)
"3677","Pub: The Rook's Nest","nightlife",c(-0.234742679850985, 51.4949265195727)
"3678","Pub: The Mason Arms","nightlife",c(-0.142597084830376, 51.5128541761832)
"3679","Pub: Old Ship","nightlife",c(-0.0557312102596101, 51.5458951788495)
"3680","Pub: The Tapestry","nightlife",c(-0.268566573653739, 51.4693794933426)
"3681","Pub: The Burlington Arms","nightlife",c(-0.141763299983525, 51.511368617788)
"3682","Pub: Ye White Hart","nightlife",c(-0.255749046304793, 51.4710098102004)
"3683","Pub: The Watermans Arms","nightlife",c(-0.251126250170401, 51.4736583727054)
"3684","Pub: Biddle Bros.","nightlife",c(-0.0528991388496989, 51.5531889457797)
"3685","Pub: Kanpai","nightlife",c(-0.0661689987081633, 51.4696331217377)
"3686","Pub: The Lauriston","nightlife",c(-0.0451750541982488, 51.5378794732528)
"3687","Pub: Hector & Noble","nightlife",c(-0.0439572674451348, 51.5384124019271)
"3688","Pub: The Guinea","nightlife",c(-0.145014653877666, 51.5111282527202)
"3689","Pub: Chesham Arms","nightlife",c(-0.0501117636010827, 51.54760360021)
"3690","Pub: The Bay Tree","nightlife",c(0.0109476061209037, 51.5404129468666)
"3691","Pub: The Moon and Sixpence","nightlife",c(-0.372701914189547, 51.6083355256195)
"3692","Pub: Carlton Arms","nightlife",c(-0.0470018335279372, 51.5259334091827)
"3693","Pub: Angel and Crown","nightlife",c(-0.0453690585021247, 51.5293504952445)
"3694","Pub: Botanist on the Green","nightlife",c(-0.286995328228943, 51.482916615812)
"3695","Pub: Pinner Arms","nightlife",c(-0.381182743773829, 51.5862348739828)
"3696","Pub: The Dovecote","nightlife",c(0.0084362242296456, 51.6229374614853)
"3697","Pub: Ye Grapes","nightlife",c(-0.146297989773266, 51.5066206131015)
"3698","Pub: Finch's","nightlife",c(-0.0873448471237993, 51.5217505796783)
"3699","Pub: Market Tavern","nightlife",c(-0.146794263651776, 51.5061371487933)
"3700","Pub: The Eel Pie","nightlife",c(-0.326519967805582, 51.4470032635865)
"3701","Pub: Paxton’s Head","nightlife",c(-0.162306609182685, 51.5015474393316)
"3702","Pub: Tudor Rose","nightlife",c(-0.11974886283028, 51.3062542712297)
"3703","Pub: Sidcup Working Men's & Social Club","nightlife",c(0.0933327044199595, 51.4279521248154)
"3704","Pub: The Jolly Butchers","nightlife",c(-0.0733208189335803, 51.5625473567382)
"3705","Pub: The Axe","nightlife",c(-0.0717329303020849, 51.5627587008091)
"3706","Pub: The Club House","nightlife",c(0.099463837588699, 51.4262159416088)
"3707","Pub: The Mitcham Mint","nightlife",c(-0.142009112712932, 51.412908152824)
"3708","Pub: The Crabtree","nightlife",c(-0.223385333742736, 51.4820943942476)
"3709","Pub: Newman Arms","nightlife",c(-0.13524888048847, 51.5181291244852)
"3710","Pub: Brouge","nightlife",c(-0.35034960289798, 51.4361473850558)
"3711","Pub: Long Haul","nightlife",c(0.146032935203368, 51.4658071708739)
"3712","Pub: The Jolly Millers","nightlife",c(0.151770562665915, 51.4582458953798)
"3713","Pub: Charlie Chaplin","nightlife",c(-0.0991374780123188, 51.4947478183275)
"3714","Pub: Hoop & Toy","nightlife",c(-0.174346440211236, 51.4946989028386)
"3715","Pub: Old Ale Mug House","nightlife",c(-0.0881902843844777, 51.5065121024203)
"3716","Pub: The King & Queen","nightlife",c(-0.138636653400018, 51.5202316959464)
"3717","Pub: The Lion","nightlife",c(-0.0806107730922231, 51.5621386606756)
"3718","Pub: The Beer Merchants Tap","nightlife",c(-0.0241007312485292, 51.5445843391049)
"3719","Pub: The Wilmington Arms","nightlife",c(-0.110110266286162, 51.5261102816286)
"3720","Pub: The Allegory","nightlife",c(-0.079541711434156, 51.5217935388286)
"3721","Pub: The Lock Inn","nightlife",c(-0.0243092835899785, 51.5471180448901)
"3722","Pub: Harvest Moon","nightlife",c(0.10143402679659, 51.3777815541379)
"3723","Pub: The Nonsuch Inn","nightlife",c(-0.226046732424852, 51.3724322592784)
"3724","Pub: Moon Under Water","nightlife",c(-0.250858622803242, 51.5874483331338)
"3725","Pub: Plough & Harrow","nightlife",c(-0.231442398168903, 51.4927623128357)
"3726","Pub: Spouter's Corner","nightlife",c(-0.108834739838349, 51.5966252690071)
"3727","Pub: Inn 1888","nightlife",c(-0.150550937177576, 51.5213934596353)
"3728","Pub: The Artillery Arms","nightlife",c(-0.0900930353429662, 51.5234075324158)
"3729","Pub: Queen's Head & Artichoke","nightlife",c(-0.144064939439374, 51.5257933570503)
"3730","Pub: Shepherd and Dog","nightlife",c(0.244893802283627, 51.5914923634035)
"3731","Pub: The Wrestlers","nightlife",c(-0.149755680187603, 51.5749124772127)
"3732","Pub: Lord Hill","nightlife",c(0.15510161272275, 51.4549524454989)
"3733","Pub: The Portman","nightlife",c(-0.161162489977847, 51.5151760521326)
"3734","Pub: The White Hart, Harlington","nightlife",c(-0.435272803235473, 51.4899189255402)
"3735","Pub: The Mount","nightlife",c(-0.0177511671404664, 51.6181502224605)
"3736","Pub: The Larrik","nightlife",c(-0.164877467016776, 51.5187285827624)
"3737","Pub: Feltham Constitutional Club","nightlife",c(-0.40491136693088, 51.4466807563039)
"3738","Pub: The King's Ford","nightlife",c(-0.0170321457724777, 51.6163621152616)
"3739","Pub: Allsop Arms","nightlife",c(-0.160158079080686, 51.5223207503289)
"3740","Pub: Morgan","nightlife",c(0.15458251488373, 51.4977048976473)
"3741","Pub: The Trader's Inn","nightlife",c(-0.170184798336755, 51.5236963617926)
"3742","Pub: The Bear on the Barge","nightlife",c(-0.487003198874129, 51.5866844953529)
"3743","Pub: The Duke Of York","nightlife",c(-0.171320469220421, 51.5342138401076)
"3744","Pub: Wags N Tales","nightlife",c(-0.323253621558842, 51.4494133405973)
"3745","Pub: The Teddington Arms","nightlife",c(-0.331832588822649, 51.4270646129322)
"3746","Pub: The Hogarth","nightlife",c(-0.336782903075109, 51.4258478810588)
"3747","Pub: Howl at the Moon","nightlife",c(-0.0798426906507604, 51.5331046676663)
"3748","Pub: The New Cross House","nightlife",c(-0.0368556271165277, 51.4754373542023)
"3749","Pub: Walpole Pub","nightlife",c(-0.0332490639521141, 51.4760638432616)
"3750","Pub: The Wrong 'Un","nightlife",c(0.137446414170782, 51.4579376557907)
"3751","Pub: Royal Exchange","nightlife",c(-0.169832875787534, 51.5182131542262)
"3752","Pub: St Margarets Tavern","nightlife",c(-0.319193985316049, 51.4546597082822)
"3753","Pub: KTM ROX","nightlife",c(-0.41093275184733, 51.4437934661274)
"3754","Pub: Pride of Paddington","nightlife",c(-0.176332930364418, 51.5149728785509)
"3755","Pub: The Heron","nightlife",c(-0.168092250228646, 51.5169798287248)
"3756","Pub: Lore of the Land","nightlife",c(-0.139584584330315, 51.5220938330854)
"3757","Pub: Fitzrovia Belle","nightlife",c(-0.135778127354543, 51.5224864161714)
"3758","Pub: Moon on the Square","nightlife",c(-0.410168533494995, 51.4464358296757)
"3759","Pub: The Airman","nightlife",c(-0.400983228012643, 51.4460684552893)
"3760","Pub: The Prince Bonaparte","nightlife",c(-0.1955362926296, 51.5173962692165)
"3761","Pub: Broken Drum","nightlife",c(0.103246382816169, 51.4516746434479)
"3762","Pub: The Jolly Gardener","nightlife",c(-0.189599213988853, 51.4469170367816)
"3763","Pub: Grovesnor Arms","nightlife",c(-0.189603861907885, 51.4473591931956)
"3764","Pub: The Ladbroke Arms","nightlife",c(-0.20290186655372, 51.5090805236278)
"3765","Pub: The Hackney Carriage","nightlife",c(0.101591238077724, 51.4357498956115)
"3766","Pub: Leytonstone Tavern","nightlife",c(0.0111997593056431, 51.5590569753146)
"3767","Pub: Silver Fox","nightlife",c(0.125672878362956, 51.4421716374316)
"3768","Pub: The Merchant of Battersea","nightlife",c(-0.163551873279242, 51.4608071990411)
"3769","Pub: Miller and Carter Bexley","nightlife",c(0.16038984566302, 51.4479583484443)
"3770","Pub: The Elgin","nightlife",c(-0.208845487598891, 51.5162351176307)
"3771","Pub: The Dukes Head Inn","nightlife",c(-0.299667840129896, 51.4585807474617)
"3772","Pub: Frames","nightlife",c(-0.211435029056739, 51.5260939139259)
"3773","Pub: The Artful Dodger","nightlife",c(-0.0701302779608267, 51.5104559475154)
"3774","Pub: Garden Bar","nightlife",c(-0.217989252113921, 51.5131239493133)
"3775","Pub: The Stewart Arms","nightlife",c(-0.216104736889933, 51.5055938470395)
"3776","Pub: The East Hill","nightlife",c(-0.185759472707257, 51.4586753780922)
"3777","Pub: The Hop Pole","nightlife",c(-0.198193364860886, 51.4592867478385)
"3778","Pub: Woodies Freehouse","nightlife",c(-0.267332549512246, 51.3921548090155)
"3779","Pub: Lord John Russell","nightlife",c(-0.125922081090302, 51.5260312372218)
"3780","Pub: Tir Na Nog","nightlife",c(-0.190873864616231, 51.4525938666463)
"3781","Pub: Mawbey Arms","nightlife",c(-0.125790465944768, 51.4781696408556)
"3782","Pub: Dukes Head","nightlife",c(0.0638208873024243, 51.5341021270301)
"3783","Pub: The Weir","nightlife",c(-0.309370089631815, 51.4836674427272)
"3784","Pub: The Thatched House","nightlife",c(0.106547380632336, 51.5329801294157)
"3785","Pub: Mall Tavern","nightlife",c(-0.193926296823718, 51.5084630385272)
